input,issues
"Drone log, vbat avg=20.17V (min=18.41V), amperage max=8.3A, rssi avg=56 (min=86), motor imbalance=58, gyro variability=4.065, acc variability=1.749, GPS sats min=14, GPS speed max=3.01 m/s, alt avg=126.7m, throttle avg=1440, failsafe phase=1, rx signal quality=0.31 → What issues occurred?",failsafe triggered
"Drone log, vbat avg=23.81V (min=19.19V), amperage max=15.69A, rssi avg=71 (min=75), motor imbalance=283, gyro variability=3.979, acc variability=16.009, GPS sats min=11, GPS speed max=6.48 m/s, alt avg=67.7m, throttle avg=1254, failsafe phase=0, rx signal quality=0.79 → What issues occurred?",motor desync; failsafe triggered
"Drone log, vbat avg=22.0V (min=21.7V), amperage max=14.28A, rssi avg=62 (min=22), motor imbalance=271, gyro variability=0.155, acc variability=8.937, GPS sats min=1, GPS speed max=10.41 m/s, alt avg=118.4m, throttle avg=1397, failsafe phase=1, rx signal quality=0.06 → What issues occurred?",rssi drop; failsafe triggered
"Drone log, vbat avg=21.04V (min=18.81V), amperage max=9.38A, rssi avg=33 (min=28), motor imbalance=9, gyro variability=1.022, acc variability=5.554, GPS sats min=12, GPS speed max=16.03 m/s, alt avg=106.2m, throttle avg=1780, failsafe phase=0, rx signal quality=0.34 → What issues occurred?",rssi drop; failsafe triggered
"Drone log, vbat avg=21.91V (min=11.26V), amperage max=11.6A, rssi avg=33 (min=40), motor imbalance=357, gyro variability=2.915, acc variability=36.442, GPS sats min=0, GPS speed max=9.04 m/s, alt avg=58.5m, throttle avg=1778, failsafe phase=0, rx signal quality=0.21 → What issues occurred?",motor desync; failsafe triggered; gps loss
"Drone log, vbat avg=22.09V (min=21.99V), amperage max=4.9A, rssi avg=37 (min=36), motor imbalance=305, gyro variability=0.109, acc variability=0.074, GPS sats min=14, GPS speed max=18.86 m/s, alt avg=609.8m, throttle avg=1140, failsafe phase=0, rx signal quality=1.0 → What issues occurred?",no issue
"Drone log, vbat avg=21.09V (min=16.89V), amperage max=18.54A, rssi avg=29 (min=29), motor imbalance=10, gyro variability=4.748, acc variability=12.52, GPS sats min=9, GPS speed max=15.19 m/s, alt avg=128.7m, throttle avg=1676, failsafe phase=1, rx signal quality=0.14 → What issues occurred?",rssi drop; failsafe triggered
"Drone log, vbat avg=21.62V (min=21.52V), amperage max=8.8A, rssi avg=32 (min=31), motor imbalance=430, gyro variability=0.074, acc variability=0.165, GPS sats min=14, GPS speed max=14.65 m/s, alt avg=599.4m, throttle avg=1247, failsafe phase=0, rx signal quality=1.0 → What issues occurred?",no issue
"Drone log, vbat avg=20.73V (min=19.11V), amperage max=14.49A, rssi avg=47 (min=54), motor imbalance=114, gyro variability=2.574, acc variability=20.122, GPS sats min=9, GPS speed max=5.49 m/s, alt avg=69.2m, throttle avg=1665, failsafe phase=1, rx signal quality=0.09 → What issues occurred?",failsafe triggered
"Drone log, vbat avg=22.33V (min=9.04V), amperage max=22.54A, rssi avg=68 (min=71), motor imbalance=290, gyro variability=0.399, acc variability=1.428, GPS sats min=2, GPS speed max=23.56 m/s, alt avg=105.3m, throttle avg=1747, failsafe phase=0, rx signal quality=0.36 → What issues occurred?",battery sag; failsafe triggered
"Drone log, vbat avg=20.97V (min=22.58V), amperage max=12.85A, rssi avg=26 (min=53), motor imbalance=255, gyro variability=2.893, acc variability=7.611, GPS sats min=1, GPS speed max=23.78 m/s, alt avg=120.1m, throttle avg=1176, failsafe phase=1, rx signal quality=0.29 → What issues occurred?",motor desync; failsafe triggered
"Drone log, vbat avg=21.77V (min=13.09V), amperage max=10.91A, rssi avg=52 (min=85), motor imbalance=336, gyro variability=1.915, acc variability=38.749, GPS sats min=3, GPS speed max=17.74 m/s, alt avg=129.2m, throttle avg=1250, failsafe phase=1, rx signal quality=0.99 → What issues occurred?",failsafe triggered
"Drone log, vbat avg=22.36V (min=22.27V), amperage max=8.72A, rssi avg=39 (min=39), motor imbalance=360, gyro variability=0.191, acc variability=0.236, GPS sats min=13, GPS speed max=12.5 m/s, alt avg=590.8m, throttle avg=1199, failsafe phase=0, rx signal quality=1.0 → What issues occurred?",no issue
"Drone log, vbat avg=21.47V (min=10.61V), amperage max=8.78A, rssi avg=41 (min=73), motor imbalance=224, gyro variability=2.238, acc variability=36.455, GPS sats min=4, GPS speed max=2.79 m/s, alt avg=87.3m, throttle avg=1392, failsafe phase=0, rx signal quality=0.82 → What issues occurred?",no issue
"Drone log, vbat avg=24.03V (min=23.92V), amperage max=3.77A, rssi avg=62 (min=62), motor imbalance=166, gyro variability=0.029, acc variability=0.101, GPS sats min=8, GPS speed max=6.62 m/s, alt avg=490.0m, throttle avg=1089, failsafe phase=0, rx signal quality=1.0 → What issues occurred?",no issue
"Drone log, vbat avg=23.93V (min=18.41V), amperage max=17.71A, rssi avg=73 (min=87), motor imbalance=382, gyro variability=2.545, acc variability=26.878, GPS sats min=12, GPS speed max=7.63 m/s, alt avg=95.4m, throttle avg=1650, failsafe phase=1, rx signal quality=0.78 → What issues occurred?",prop wash; motor desync; failsafe triggered
"Drone log, vbat avg=21.13V (min=14.36V), amperage max=18.55A, rssi avg=36 (min=63), motor imbalance=141, gyro variability=3.021, acc variability=18.293, GPS sats min=11, GPS speed max=15.58 m/s, alt avg=148.6m, throttle avg=1030, failsafe phase=0, rx signal quality=0.91 → What issues occurred?",no issue
"Drone log, vbat avg=23.57V (min=22.36V), amperage max=6.42A, rssi avg=71 (min=41), motor imbalance=134, gyro variability=3.012, acc variability=10.023, GPS sats min=5, GPS speed max=9.66 m/s, alt avg=128.2m, throttle avg=1137, failsafe phase=0, rx signal quality=0.73 → What issues occurred?",failsafe triggered
"Drone log, vbat avg=23.3V (min=20.81V), amperage max=5.78A, rssi avg=58 (min=75), motor imbalance=350, gyro variability=2.426, acc variability=1.708, GPS sats min=1, GPS speed max=14.02 m/s, alt avg=100.2m, throttle avg=1010, failsafe phase=1, rx signal quality=0.11 → What issues occurred?",motor desync; failsafe triggered
"Drone log, vbat avg=21.27V (min=12.09V), amperage max=12.5A, rssi avg=87 (min=62), motor imbalance=277, gyro variability=3.982, acc variability=33.455, GPS sats min=3, GPS speed max=2.91 m/s, alt avg=62.2m, throttle avg=1364, failsafe phase=0, rx signal quality=0.76 → What issues occurred?",motor desync; failsafe triggered
"Drone log, vbat avg=22.17V (min=22.06V), amperage max=4.85A, rssi avg=39 (min=39), motor imbalance=302, gyro variability=0.07, acc variability=0.082, GPS sats min=14, GPS speed max=15.54 m/s, alt avg=759.0m, throttle avg=1136, failsafe phase=0, rx signal quality=1.0 → What issues occurred?",no issue
"Drone log, vbat avg=21.24V (min=22.54V), amperage max=6.19A, rssi avg=51 (min=91), motor imbalance=367, gyro variability=1.207, acc variability=29.068, GPS sats min=2, GPS speed max=7.85 m/s, alt avg=130.2m, throttle avg=1218, failsafe phase=0, rx signal quality=0.5 → What issues occurred?",failsafe triggered
"Drone log, vbat avg=19.07V (min=18.68V), amperage max=7.47A, rssi avg=48 (min=47), motor imbalance=618, gyro variability=0.183, acc variability=0.119, GPS sats min=16, GPS speed max=11.97 m/s, alt avg=507.9m, throttle avg=1234, failsafe phase=0, rx signal quality=1.0 → What issues occurred?",no issue
"Drone log, vbat avg=21.77V (min=21.71V), amperage max=5.05A, rssi avg=59 (min=57), motor imbalance=239, gyro variability=0.042, acc variability=0.097, GPS sats min=13, GPS speed max=16.66 m/s, alt avg=554.6m, throttle avg=1152, failsafe phase=0, rx signal quality=1.0 → What issues occurred?",no issue
"Drone log, vbat avg=21.43V (min=21.32V), amperage max=6.15A, rssi avg=39 (min=38), motor imbalance=264, gyro variability=0.042, acc variability=0.057, GPS sats min=16, GPS speed max=21.08 m/s, alt avg=428.4m, throttle avg=1185, failsafe phase=0, rx signal quality=1.0 → What issues occurred?",no issue
"Drone log, vbat avg=24.08V (min=23.95V), amperage max=3.87A, rssi avg=68 (min=68), motor imbalance=182, gyro variability=0.047, acc variability=0.156, GPS sats min=8, GPS speed max=3.04 m/s, alt avg=468.9m, throttle avg=1089, failsafe phase=0, rx signal quality=1.0 → What issues occurred?",no issue
"Drone log, vbat avg=21.52V (min=13.51V), amperage max=24.9A, rssi avg=92 (min=48), motor imbalance=171, gyro variability=3.339, acc variability=5.299, GPS sats min=6, GPS speed max=21.07 m/s, alt avg=70.6m, throttle avg=1008, failsafe phase=0, rx signal quality=0.28 → What issues occurred?",failsafe triggered
"Drone log, vbat avg=22.77V (min=22.62V), amperage max=5.27A, rssi avg=47 (min=47), motor imbalance=194, gyro variability=0.036, acc variability=0.081, GPS sats min=11, GPS speed max=18.26 m/s, alt avg=659.3m, throttle avg=1146, failsafe phase=0, rx signal quality=1.0 → What issues occurred?",no issue
"Drone log, vbat avg=21.92V (min=21.82V), amperage max=5.7A, rssi avg=33 (min=33), motor imbalance=377, gyro variability=0.249, acc variability=0.078, GPS sats min=14, GPS speed max=21.19 m/s, alt avg=681.3m, throttle avg=1157, failsafe phase=0, rx signal quality=1.0 → What issues occurred?",no issue
"Drone log, vbat avg=21.79V (min=21.74V), amperage max=5.47A, rssi avg=40 (min=39), motor imbalance=305, gyro variability=0.035, acc variability=0.097, GPS sats min=15, GPS speed max=19.07 m/s, alt avg=740.3m, throttle avg=1167, failsafe phase=0, rx signal quality=1.0 → What issues occurred?",no issue
"Drone log, vbat avg=20.05V (min=15.98V), amperage max=10.32A, rssi avg=79 (min=37), motor imbalance=71, gyro variability=2.984, acc variability=13.376, GPS sats min=9, GPS speed max=23.07 m/s, alt avg=74.0m, throttle avg=1555, failsafe phase=0, rx signal quality=0.2 → What issues occurred?",failsafe triggered
"Drone log, vbat avg=20.08V (min=21.42V), amperage max=14.31A, rssi avg=90 (min=34), motor imbalance=188, gyro variability=2.163, acc variability=28.04, GPS sats min=4, GPS speed max=14.4 m/s, alt avg=138.7m, throttle avg=1178, failsafe phase=0, rx signal quality=0.17 → What issues occurred?",failsafe triggered
"Drone log, vbat avg=22.92V (min=22.66V), amperage max=16.27A, rssi avg=40 (min=89), motor imbalance=339, gyro variability=1.126, acc variability=33.106, GPS sats min=6, GPS speed max=13.97 m/s, alt avg=110.0m, throttle avg=1053, failsafe phase=1, rx signal quality=0.32 → What issues occurred?",failsafe triggered
"Drone log, vbat avg=20.21V (min=21.42V), amperage max=21.01A, rssi avg=56 (min=72), motor imbalance=46, gyro variability=1.1, acc variability=15.253, GPS sats min=4, GPS speed max=1.63 m/s, alt avg=140.2m, throttle avg=1228, failsafe phase=1, rx signal quality=0.64 → What issues occurred?",failsafe triggered
"Drone log, vbat avg=16.8V (min=16.58V), amperage max=5.97A, rssi avg=46 (min=45), motor imbalance=476, gyro variability=0.132, acc variability=0.094, GPS sats min=16, GPS speed max=9.02 m/s, alt avg=508.9m, throttle avg=1209, failsafe phase=0, rx signal quality=1.0 → What issues occurred?",no issue
"Drone log, vbat avg=22.76V (min=22.66V), amperage max=5.02A, rssi avg=48 (min=47), motor imbalance=191, gyro variability=0.036, acc variability=0.063, GPS sats min=11, GPS speed max=16.07 m/s, alt avg=741.3m, throttle avg=1144, failsafe phase=0, rx signal quality=1.0 → What issues occurred?",no issue
"Drone log, vbat avg=20.82V (min=15.15V), amperage max=19.93A, rssi avg=81 (min=91), motor imbalance=127, gyro variability=3.398, acc variability=16.397, GPS sats min=7, GPS speed max=13.83 m/s, alt avg=104.7m, throttle avg=1351, failsafe phase=0, rx signal quality=0.21 → What issues occurred?",failsafe triggered
"Drone log, vbat avg=20.79V (min=10.17V), amperage max=21.07A, rssi avg=84 (min=20), motor imbalance=32, gyro variability=4.853, acc variability=23.025, GPS sats min=12, GPS speed max=22.63 m/s, alt avg=104.9m, throttle avg=1033, failsafe phase=0, rx signal quality=0.73 → What issues occurred?",rssi drop; failsafe triggered
"Drone log, vbat avg=20.41V (min=10.21V), amperage max=10.2A, rssi avg=46 (min=52), motor imbalance=260, gyro variability=2.311, acc variability=34.977, GPS sats min=7, GPS speed max=17.01 m/s, alt avg=112.0m, throttle avg=1644, failsafe phase=1, rx signal quality=0.02 → What issues occurred?",prop wash; battery sag; motor desync; failsafe triggered
"Drone log, vbat avg=20.92V (min=20.25V), amperage max=23.35A, rssi avg=37 (min=31), motor imbalance=16, gyro variability=4.11, acc variability=31.389, GPS sats min=8, GPS speed max=1.77 m/s, alt avg=114.8m, throttle avg=1704, failsafe phase=0, rx signal quality=0.61 → What issues occurred?",failsafe triggered
"Drone log, vbat avg=21.86V (min=21.74V), amperage max=6.22A, rssi avg=37 (min=37), motor imbalance=461, gyro variability=0.305, acc variability=0.125, GPS sats min=14, GPS speed max=17.69 m/s, alt avg=610.8m, throttle avg=1182, failsafe phase=0, rx signal quality=1.0 → What issues occurred?",no issue
"Drone log, vbat avg=21.44V (min=21.35V), amperage max=4.15A, rssi avg=62 (min=62), motor imbalance=365, gyro variability=0.091, acc variability=0.119, GPS sats min=16, GPS speed max=12.94 m/s, alt avg=477.9m, throttle avg=1105, failsafe phase=0, rx signal quality=1.0 → What issues occurred?",no issue
"Drone log, vbat avg=21.96V (min=8.69V), amperage max=20.92A, rssi avg=65 (min=53), motor imbalance=134, gyro variability=1.003, acc variability=15.905, GPS sats min=8, GPS speed max=18.7 m/s, alt avg=69.3m, throttle avg=1201, failsafe phase=1, rx signal quality=0.98 → What issues occurred?",failsafe triggered
"Drone log, vbat avg=21.52V (min=21.43V), amperage max=6.72A, rssi avg=34 (min=32), motor imbalance=709, gyro variability=0.264, acc variability=0.353, GPS sats min=16, GPS speed max=20.61 m/s, alt avg=625.6m, throttle avg=1157, failsafe phase=0, rx signal quality=1.0 → What issues occurred?",no issue
"Drone log, vbat avg=20.26V (min=15.32V), amperage max=15.07A, rssi avg=34 (min=76), motor imbalance=293, gyro variability=3.855, acc variability=7.184, GPS sats min=6, GPS speed max=13.65 m/s, alt avg=103.7m, throttle avg=1635, failsafe phase=1, rx signal quality=0.07 → What issues occurred?",prop wash; motor desync; failsafe triggered
"Drone log, vbat avg=20.63V (min=16.98V), amperage max=20.72A, rssi avg=60 (min=30), motor imbalance=197, gyro variability=1.987, acc variability=21.2, GPS sats min=4, GPS speed max=12.61 m/s, alt avg=141.3m, throttle avg=1675, failsafe phase=0, rx signal quality=0.2 → What issues occurred?",prop wash; failsafe triggered
"Drone log, vbat avg=21.86V (min=21.79V), amperage max=5.0A, rssi avg=40 (min=40), motor imbalance=216, gyro variability=0.025, acc variability=0.07, GPS sats min=15, GPS speed max=17.26 m/s, alt avg=604.8m, throttle avg=1152, failsafe phase=0, rx signal quality=1.0 → What issues occurred?",no issue
"Drone log, vbat avg=21.17V (min=11.03V), amperage max=22.17A, rssi avg=84 (min=22), motor imbalance=198, gyro variability=2.021, acc variability=17.541, GPS sats min=0, GPS speed max=12.14 m/s, alt avg=70.1m, throttle avg=1724, failsafe phase=1, rx signal quality=0.82 → What issues occurred?",rssi drop; failsafe triggered; gps loss
"Drone log, vbat avg=21.68V (min=21.51V), amperage max=10.4A, rssi avg=32 (min=31), motor imbalance=548, gyro variability=0.194, acc variability=0.654, GPS sats min=14, GPS speed max=19.66 m/s, alt avg=605.4m, throttle avg=1230, failsafe phase=0, rx signal quality=1.0 → What issues occurred?",no issue
"Drone log, vbat avg=23.75V (min=23.56V), amperage max=5.3A, rssi avg=42 (min=41), motor imbalance=221, gyro variability=0.06, acc variability=0.152, GPS sats min=8, GPS speed max=16.06 m/s, alt avg=651.4m, throttle avg=1136, failsafe phase=0, rx signal quality=1.0 → What issues occurred?",no issue
"Drone log, vbat avg=21.65V (min=11.99V), amperage max=11.68A, rssi avg=30 (min=23), motor imbalance=215, gyro variability=2.531, acc variability=13.74, GPS sats min=1, GPS speed max=15.25 m/s, alt avg=144.3m, throttle avg=1121, failsafe phase=0, rx signal quality=0.76 → What issues occurred?",rssi drop; failsafe triggered
"Drone log, vbat avg=23.54V (min=9.44V), amperage max=20.54A, rssi avg=75 (min=78), motor imbalance=281, gyro variability=4.645, acc variability=21.595, GPS sats min=4, GPS speed max=0.46 m/s, alt avg=142.2m, throttle avg=1616, failsafe phase=0, rx signal quality=0.78 → What issues occurred?",prop wash; battery sag; motor desync; failsafe triggered
"Drone log, vbat avg=21.88V (min=21.79V), amperage max=5.2A, rssi avg=42 (min=41), motor imbalance=204, gyro variability=0.028, acc variability=0.077, GPS sats min=14, GPS speed max=16.8 m/s, alt avg=562.4m, throttle avg=1157, failsafe phase=0, rx signal quality=1.0 → What issues occurred?",no issue
"Drone log, vbat avg=21.99V (min=22.55V), amperage max=7.52A, rssi avg=37 (min=83), motor imbalance=271, gyro variability=4.337, acc variability=27.457, GPS sats min=2, GPS speed max=7.04 m/s, alt avg=83.3m, throttle avg=1693, failsafe phase=1, rx signal quality=0.2 → What issues occurred?",prop wash; motor desync; failsafe triggered
"Drone log, vbat avg=17.62V (min=17.55V), amperage max=4.6A, rssi avg=62 (min=60), motor imbalance=525, gyro variability=0.051, acc variability=0.091, GPS sats min=15, GPS speed max=6.51 m/s, alt avg=532.8m, throttle avg=1176, failsafe phase=0, rx signal quality=1.0 → What issues occurred?",no issue
"Drone log, vbat avg=21.37V (min=21.29V), amperage max=5.12A, rssi avg=41 (min=40), motor imbalance=257, gyro variability=0.13, acc variability=0.099, GPS sats min=15, GPS speed max=18.97 m/s, alt avg=472.7m, throttle avg=1161, failsafe phase=0, rx signal quality=1.0 → What issues occurred?",no issue
"Drone log, vbat avg=19.21V (min=17.55V), amperage max=30.7A, rssi avg=49 (min=48), motor imbalance=1699, gyro variability=0.249, acc variability=0.463, GPS sats min=16, GPS speed max=16.85 m/s, alt avg=422.7m, throttle avg=1376, failsafe phase=0, rx signal quality=1.0 → What issues occurred?",no issue
"Drone log, vbat avg=21.74V (min=21.63V), amperage max=8.32A, rssi avg=41 (min=41), motor imbalance=417, gyro variability=0.056, acc variability=0.161, GPS sats min=15, GPS speed max=19.05 m/s, alt avg=649.4m, throttle avg=1205, failsafe phase=0, rx signal quality=1.0 → What issues occurred?",no issue
"Drone log, vbat avg=20.08V (min=10.26V), amperage max=7.22A, rssi avg=40 (min=59), motor imbalance=7, gyro variability=3.882, acc variability=39.5, GPS sats min=1, GPS speed max=20.02 m/s, alt avg=95.9m, throttle avg=1083, failsafe phase=1, rx signal quality=0.99 → What issues occurred?",failsafe triggered
"Drone log, vbat avg=20.64V (min=13.97V), amperage max=13.84A, rssi avg=94 (min=93), motor imbalance=92, gyro variability=0.786, acc variability=32.62, GPS sats min=9, GPS speed max=13.64 m/s, alt avg=81.2m, throttle avg=1228, failsafe phase=0, rx signal quality=0.57 → What issues occurred?",failsafe triggered
"Drone log, vbat avg=22.45V (min=22.35V), amperage max=4.57A, rssi avg=37 (min=37), motor imbalance=273, gyro variability=0.048, acc variability=0.114, GPS sats min=13, GPS speed max=17.1 m/s, alt avg=633.1m, throttle avg=1124, failsafe phase=0, rx signal quality=1.0 → What issues occurred?",no issue
"Drone log, vbat avg=23.91V (min=19.98V), amperage max=9.6A, rssi avg=94 (min=37), motor imbalance=307, gyro variability=0.634, acc variability=38.118, GPS sats min=6, GPS speed max=17.5 m/s, alt avg=84.0m, throttle avg=1742, failsafe phase=0, rx signal quality=0.58 → What issues occurred?",failsafe triggered
"Drone log, vbat avg=22.65V (min=22.53V), amperage max=5.62A, rssi avg=36 (min=35), motor imbalance=359, gyro variability=0.068, acc variability=0.278, GPS sats min=13, GPS speed max=17.55 m/s, alt avg=723.6m, throttle avg=1147, failsafe phase=0, rx signal quality=1.0 → What issues occurred?",no issue
"Drone log, vbat avg=22.77V (min=22.69V), amperage max=5.12A, rssi avg=42 (min=41), motor imbalance=192, gyro variability=0.039, acc variability=0.078, GPS sats min=11, GPS speed max=16.98 m/s, alt avg=701.7m, throttle avg=1145, failsafe phase=0, rx signal quality=1.0 → What issues occurred?",no issue
"Drone log, vbat avg=22.25V (min=22.15V), amperage max=4.0A, rssi avg=39 (min=39), motor imbalance=277, gyro variability=0.073, acc variability=0.101, GPS sats min=14, GPS speed max=18.48 m/s, alt avg=711.9m, throttle avg=1111, failsafe phase=0, rx signal quality=1.0 → What issues occurred?",no issue
"Drone log, vbat avg=22.34V (min=22.23V), amperage max=3.95A, rssi avg=32 (min=31), motor imbalance=189, gyro variability=0.031, acc variability=0.099, GPS sats min=13, GPS speed max=16.03 m/s, alt avg=608.0m, throttle avg=1105, failsafe phase=0, rx signal quality=1.0 → What issues occurred?",no issue
"Drone log, vbat avg=23.79V (min=21.93V), amperage max=21.35A, rssi avg=48 (min=86), motor imbalance=148, gyro variability=0.702, acc variability=15.983, GPS sats min=4, GPS speed max=22.97 m/s, alt avg=76.1m, throttle avg=1511, failsafe phase=1, rx signal quality=0.01 → What issues occurred?",failsafe triggered
"Drone log, vbat avg=20.74V (min=15.21V), amperage max=10.89A, rssi avg=89 (min=77), motor imbalance=58, gyro variability=4.59, acc variability=7.288, GPS sats min=6, GPS speed max=19.38 m/s, alt avg=84.0m, throttle avg=1629, failsafe phase=1, rx signal quality=0.67 → What issues occurred?",failsafe triggered
"Drone log, vbat avg=20.61V (min=15.65V), amperage max=18.9A, rssi avg=41 (min=50), motor imbalance=201, gyro variability=1.598, acc variability=26.359, GPS sats min=2, GPS speed max=18.92 m/s, alt avg=74.7m, throttle avg=1636, failsafe phase=1, rx signal quality=0.97 → What issues occurred?",prop wash; failsafe triggered
"Drone log, vbat avg=21.52V (min=21.41V), amperage max=10.05A, rssi avg=33 (min=32), motor imbalance=477, gyro variability=0.108, acc variability=0.151, GPS sats min=14, GPS speed max=15.0 m/s, alt avg=574.0m, throttle avg=1250, failsafe phase=0, rx signal quality=1.0 → What issues occurred?",no issue
"Drone log, vbat avg=22.44V (min=22.34V), amperage max=5.35A, rssi avg=45 (min=45), motor imbalance=197, gyro variability=0.066, acc variability=0.059, GPS sats min=13, GPS speed max=17.04 m/s, alt avg=669.4m, throttle avg=1154, failsafe phase=0, rx signal quality=1.0 → What issues occurred?",no issue
"Drone log, vbat avg=23.07V (min=14.07V), amperage max=16.33A, rssi avg=67 (min=49), motor imbalance=339, gyro variability=0.851, acc variability=12.298, GPS sats min=14, GPS speed max=24.3 m/s, alt avg=139.5m, throttle avg=1590, failsafe phase=1, rx signal quality=0.71 → What issues occurred?",failsafe triggered
"Drone log, vbat avg=23.18V (min=14.91V), amperage max=21.95A, rssi avg=26 (min=51), motor imbalance=198, gyro variability=3.503, acc variability=21.691, GPS sats min=1, GPS speed max=21.39 m/s, alt avg=51.9m, throttle avg=1694, failsafe phase=1, rx signal quality=0.46 → What issues occurred?",prop wash; failsafe triggered
"Drone log, vbat avg=23.79V (min=13.96V), amperage max=21.79A, rssi avg=61 (min=25), motor imbalance=350, gyro variability=1.068, acc variability=29.579, GPS sats min=14, GPS speed max=0.21 m/s, alt avg=59.4m, throttle avg=1771, failsafe phase=1, rx signal quality=0.11 → What issues occurred?",rssi drop; failsafe triggered
"Drone log, vbat avg=21.5V (min=19.06V), amperage max=23.26A, rssi avg=54 (min=93), motor imbalance=235, gyro variability=4.565, acc variability=6.773, GPS sats min=12, GPS speed max=12.12 m/s, alt avg=93.8m, throttle avg=1300, failsafe phase=0, rx signal quality=0.4 → What issues occurred?",failsafe triggered
"Drone log, vbat avg=23.09V (min=18.94V), amperage max=19.81A, rssi avg=43 (min=52), motor imbalance=399, gyro variability=0.759, acc variability=3.547, GPS sats min=0, GPS speed max=18.67 m/s, alt avg=128.4m, throttle avg=1439, failsafe phase=1, rx signal quality=0.62 → What issues occurred?",failsafe triggered; gps loss
"Drone log, vbat avg=21.96V (min=13.33V), amperage max=15.89A, rssi avg=86 (min=62), motor imbalance=60, gyro variability=4.849, acc variability=26.784, GPS sats min=1, GPS speed max=15.82 m/s, alt avg=81.3m, throttle avg=1116, failsafe phase=0, rx signal quality=0.11 → What issues occurred?",failsafe triggered
"Drone log, vbat avg=22.13V (min=22.78V), amperage max=20.2A, rssi avg=28 (min=30), motor imbalance=20, gyro variability=4.355, acc variability=17.687, GPS sats min=8, GPS speed max=15.34 m/s, alt avg=109.1m, throttle avg=1431, failsafe phase=1, rx signal quality=0.7 → What issues occurred?",failsafe triggered
"Drone log, vbat avg=21.55V (min=21.43V), amperage max=5.12A, rssi avg=42 (min=41), motor imbalance=258, gyro variability=0.054, acc variability=0.061, GPS sats min=16, GPS speed max=14.88 m/s, alt avg=633.4m, throttle avg=1153, failsafe phase=0, rx signal quality=1.0 → What issues occurred?",no issue
"Drone log, vbat avg=16.9V (min=16.83V), amperage max=3.4A, rssi avg=45 (min=44), motor imbalance=525, gyro variability=0.373, acc variability=0.076, GPS sats min=15, GPS speed max=8.56 m/s, alt avg=500.2m, throttle avg=1074, failsafe phase=0, rx signal quality=1.0 → What issues occurred?",no issue
"Drone log, vbat avg=22.25V (min=12.82V), amperage max=15.22A, rssi avg=99 (min=62), motor imbalance=65, gyro variability=4.353, acc variability=9.62, GPS sats min=8, GPS speed max=18.02 m/s, alt avg=94.9m, throttle avg=1699, failsafe phase=1, rx signal quality=0.26 → What issues occurred?",failsafe triggered
"Drone log, vbat avg=20.79V (min=15.52V), amperage max=7.81A, rssi avg=78 (min=21), motor imbalance=326, gyro variability=4.546, acc variability=38.818, GPS sats min=0, GPS speed max=4.98 m/s, alt avg=108.2m, throttle avg=1695, failsafe phase=1, rx signal quality=0.03 → What issues occurred?",prop wash; rssi drop; motor desync; failsafe triggered; gps loss
"Drone log, vbat avg=20.51V (min=14.66V), amperage max=7.78A, rssi avg=63 (min=82), motor imbalance=290, gyro variability=3.406, acc variability=31.632, GPS sats min=2, GPS speed max=24.86 m/s, alt avg=65.8m, throttle avg=1309, failsafe phase=1, rx signal quality=0.92 → What issues occurred?",motor desync; failsafe triggered
"Drone log, vbat avg=16.07V (min=15.94V), amperage max=6.97A, rssi avg=48 (min=48), motor imbalance=603, gyro variability=0.172, acc variability=0.098, GPS sats min=14, GPS speed max=2.79 m/s, alt avg=505.0m, throttle avg=1268, failsafe phase=0, rx signal quality=1.0 → What issues occurred?",no issue
"Drone log, vbat avg=23.6V (min=9.54V), amperage max=18.78A, rssi avg=94 (min=17), motor imbalance=122, gyro variability=4.728, acc variability=21.038, GPS sats min=5, GPS speed max=3.36 m/s, alt avg=83.0m, throttle avg=1750, failsafe phase=1, rx signal quality=0.05 → What issues occurred?",battery sag; rssi drop; failsafe triggered
"Drone log, vbat avg=22.76V (min=22.68V), amperage max=5.05A, rssi avg=50 (min=50), motor imbalance=167, gyro variability=0.039, acc variability=0.079, GPS sats min=11, GPS speed max=17.74 m/s, alt avg=675.7m, throttle avg=1144, failsafe phase=0, rx signal quality=1.0 → What issues occurred?",no issue
"Drone log, vbat avg=20.91V (min=21.62V), amperage max=8.93A, rssi avg=72 (min=59), motor imbalance=133, gyro variability=3.896, acc variability=2.244, GPS sats min=4, GPS speed max=1.94 m/s, alt avg=126.8m, throttle avg=1069, failsafe phase=1, rx signal quality=0.61 → What issues occurred?",failsafe triggered
"Drone log, vbat avg=23.02V (min=19.32V), amperage max=18.53A, rssi avg=95 (min=17), motor imbalance=157, gyro variability=1.416, acc variability=23.238, GPS sats min=2, GPS speed max=22.44 m/s, alt avg=136.4m, throttle avg=1205, failsafe phase=1, rx signal quality=0.17 → What issues occurred?",rssi drop; failsafe triggered
"Drone log, vbat avg=23.43V (min=12.01V), amperage max=12.14A, rssi avg=100 (min=18), motor imbalance=24, gyro variability=1.282, acc variability=27.797, GPS sats min=12, GPS speed max=21.38 m/s, alt avg=78.3m, throttle avg=1525, failsafe phase=1, rx signal quality=0.12 → What issues occurred?",rssi drop; failsafe triggered
